country;subsample;region;year;headcount;poverty_line
Argentina;15 main cities;National;1992;1,6737125;USD2.15
Argentina;15 main cities;GBA;1992;1,5089742;USD2.15
Argentina;15 main cities;Pampeana;1992;1,1276481;USD2.15
Argentina;15 main cities;Cuyo;1992;2,9223159;USD2.15
Argentina;15 main cities;NOA;1992;3,8249949;USD2.15
Argentina;15 main cities;Patagonia;1992;2,9570409;USD2.15
Argentina;15 main cities;National;1993;1,9766662;USD2.15
Argentina;15 main cities;GBA;1993;2,0294923;USD2.15
Argentina;15 main cities;Pampeana;1993;1,558557;USD2.15
Argentina;15 main cities;Cuyo;1993;1,7716928;USD2.15
Argentina;15 main cities;NOA;1993;2,9846734;USD2.15
Argentina;15 main cities;Patagonia;1993;1,2787011;USD2.15
Argentina;15 main cities;National;1994;1,9113266;USD2.15
Argentina;15 main cities;GBA;1994;1,6505983;USD2.15
Argentina;15 main cities;Pampeana;1994;2,3600816;USD2.15
Argentina;15 main cities;Cuyo;1994;2,016202;USD2.15
Argentina;15 main cities;NOA;1994;3,2006229;USD2.15
Argentina;15 main cities;Patagonia;1994;3,3255137;USD2.15
Argentina;15 main cities;National;1995;3,8554344;USD2.15
Argentina;15 main cities;GBA;1995;3,5419811;USD2.15
Argentina;15 main cities;Pampeana;1995;4,2468649;USD2.15
Argentina;15 main cities;Cuyo;1995;5,9486162;USD2.15
Argentina;15 main cities;NOA;1995;5,6466548;USD2.15
Argentina;15 main cities;Patagonia;1995;3,0736677;USD2.15
Argentina;15 main cities;National;1996;4,2175672;USD2.15
Argentina;15 main cities;GBA;1996;3,8789261;USD2.15
Argentina;15 main cities;Pampeana;1996;4,7005659;USD2.15
Argentina;15 main cities;Cuyo;1996;5,1730466;USD2.15
Argentina;15 main cities;NOA;1996;6,780235;USD2.15
Argentina;15 main cities;Patagonia;1996;3,4094377;USD2.15
Argentina;15 main cities;National;1997;3,7657508;USD2.15
Argentina;15 main cities;GBA;1997;3,3101773;USD2.15
Argentina;15 main cities;Pampeana;1997;4,8784314;USD2.15
Argentina;15 main cities;Cuyo;1997;4,7359862;USD2.15
Argentina;15 main cities;NOA;1997;6,316905;USD2.15
Argentina;15 main cities;Patagonia;1997;2,5795568;USD2.15
Argentina;15 main cities;National;1998;3,607021;USD2.15
Argentina;15 main cities;GBA;1998;3,3880752;USD2.15
Argentina;15 main cities;Pampeana;1998;3,7539581;USD2.15
Argentina;15 main cities;Cuyo;1998;3,2683572;USD2.15
Argentina;15 main cities;NOA;1998;6,2405518;USD2.15
Argentina;15 main cities;Patagonia;1998;3,043382;USD2.15
Argentina;28 main cities;National;1998;3,9691888;USD2.15
Argentina;28 main cities;GBA;1998;3,3880752;USD2.15
Argentina;28 main cities;Pampeana;1998;4,1698757;USD2.15
Argentina;28 main cities;Cuyo;1998;2,9106515;USD2.15
Argentina;28 main cities;NOA;1998;5,3030222;USD2.15
Argentina;28 main cities;Patagonia;1998;3,043382;USD2.15
Argentina;28 main cities;NEA;1998;8,4837776;USD2.15
Argentina;28 main cities;National;1999;4,1879584;USD2.15
Argentina;28 main cities;GBA;1999;3,3042695;USD2.15
Argentina;28 main cities;Pampeana;1999;4,2660219;USD2.15
Argentina;28 main cities;Cuyo;1999;3,6599259;USD2.15
Argentina;28 main cities;NOA;1999;6,0407375;USD2.15
Argentina;28 main cities;Patagonia;1999;3,8125969;USD2.15
Argentina;28 main cities;NEA;1999;10,027816;USD2.15
Argentina;28 main cities;National;2000;4,9882614;USD2.15
Argentina;28 main cities;GBA;2000;3,5650118;USD2.15
Argentina;28 main cities;Pampeana;2000;5,4225351;USD2.15
Argentina;28 main cities;Cuyo;2000;6,005832;USD2.15
Argentina;28 main cities;NOA;2000;7,3704624;USD2.15
Argentina;28 main cities;Patagonia;2000;3,4567852;USD2.15
Argentina;28 main cities;NEA;2000;12,357441;USD2.15
Argentina;28 main cities;National;2001;8,2347868;USD2.15
Argentina;28 main cities;GBA;2001;6,9245928;USD2.15
Argentina;28 main cities;Pampeana;2001;8,78637;USD2.15
Argentina;28 main cities;Cuyo;2001;8,0862758;USD2.15
Argentina;28 main cities;NOA;2001;10,411071;USD2.15
Argentina;28 main cities;Patagonia;2001;3,7613914;USD2.15
Argentina;28 main cities;NEA;2001;16,972791;USD2.15
Argentina;28 main cities;National;2002;12,447155;USD2.15
Argentina;28 main cities;GBA;2002;11,274402;USD2.15
Argentina;28 main cities;Pampeana;2002;12,300624;USD2.15
Argentina;28 main cities;Cuyo;2002;11,008671;USD2.15
Argentina;28 main cities;NOA;2002;16,592116;USD2.15
Argentina;28 main cities;Patagonia;2002;6,9741099;USD2.15
Argentina;28 main cities;NEA;2002;20,988045;USD2.15
Argentina;28 main cities;National;2003;10,411906;USD2.15
Argentina;28 main cities;GBA;2003;9,1757991;USD2.15
Argentina;28 main cities;Pampeana;2003;11,650848;USD2.15
Argentina;28 main cities;Cuyo;2003;10,080077;USD2.15
Argentina;28 main cities;NOA;2003;12,357686;USD2.15
Argentina;28 main cities;Patagonia;2003;5,4995218;USD2.15
Argentina;28 main cities;NEA;2003;16,132374;USD2.15
Argentina;28 main cities;National;2003;5,3636474;USD2.15
Argentina;28 main cities;GBA;2003;4,5501555;USD2.15
Argentina;28 main cities;Pampeana;2003;5,7055273;USD2.15
Argentina;28 main cities;Cuyo;2003;5,772695;USD2.15
Argentina;28 main cities;NOA;2003;7,7541958;USD2.15
Argentina;28 main cities;Patagonia;2003;1,2661552;USD2.15
Argentina;28 main cities;NEA;2003;10,039195;USD2.15
Argentina;28 main cities;National;2004;4,5778244;USD2.15
Argentina;28 main cities;GBA;2004;3,5622364;USD2.15
Argentina;28 main cities;Pampeana;2004;4,271621;USD2.15
Argentina;28 main cities;Cuyo;2004;5,2237767;USD2.15
Argentina;28 main cities;NOA;2004;9,7342404;USD2.15
Argentina;28 main cities;Patagonia;2004;1,4834286;USD2.15
Argentina;28 main cities;NEA;2004;8,4166514;USD2.15
Argentina;28 main cities;National;2004;3,8789884;USD2.15
Argentina;28 main cities;GBA;2004;3,3336434;USD2.15
Argentina;28 main cities;Pampeana;2004;3,4924753;USD2.15
Argentina;28 main cities;Cuyo;2004;4,1637618;USD2.15
Argentina;28 main cities;NOA;2004;7,3004878;USD2.15
Argentina;28 main cities;Patagonia;2004;1,4759495;USD2.15
Argentina;28 main cities;NEA;2004;6,0351782;USD2.15
Argentina;28 main cities;National;2005;3,1934122;USD2.15
Argentina;28 main cities;GBA;2005;2,507207;USD2.15
Argentina;28 main cities;Pampeana;2005;3,2525157;USD2.15
Argentina;28 main cities;Cuyo;2005;3,1436315;USD2.15
Argentina;28 main cities;NOA;2005;5,6437184;USD2.15
Argentina;28 main cities;Patagonia;2005;1,1334933;USD2.15
Argentina;28 main cities;NEA;2005;6,8015252;USD2.15
Argentina;28 main cities;National;2005;2,68375;USD2.15
Argentina;28 main cities;GBA;2005;1,900591;USD2.15
Argentina;28 main cities;Pampeana;2005;2,921685;USD2.15
Argentina;28 main cities;Cuyo;2005;3,0366988;USD2.15
Argentina;28 main cities;NOA;2005;5,2595622;USD2.15
Argentina;28 main cities;Patagonia;2005;1,367127;USD2.15
Argentina;28 main cities;NEA;2005;5,4371633;USD2.15
Argentina;28 main cities;National;2006;2,6825971;USD2.15
Argentina;28 main cities;GBA;2006;2,2929494;USD2.15
Argentina;28 main cities;Pampeana;2006;2,1195122;USD2.15
Argentina;28 main cities;Cuyo;2006;2,5548452;USD2.15
Argentina;28 main cities;NOA;2006;4,886542;USD2.15
Argentina;28 main cities;Patagonia;2006;0,99532472;USD2.15
Argentina;28 main cities;NEA;2006;6,2326507;USD2.15
Argentina;28 main cities;National;2006;2,1735891;USD2.15
Argentina;28 main cities;GBA;2006;1,9087948;USD2.15
Argentina;28 main cities;Pampeana;2006;1,6615128;USD2.15
Argentina;28 main cities;Cuyo;2006;2,5689213;USD2.15
Argentina;28 main cities;NOA;2006;3,6785431;USD2.15
Argentina;28 main cities;Patagonia;2006;0,82394148;USD2.15
Argentina;28 main cities;NEA;2006;4,9650926;USD2.15
Argentina;28 main cities;National;2007;1,8701652;USD2.15
Argentina;28 main cities;GBA;2007;1,3954791;USD2.15
Argentina;28 main cities;Pampeana;2007;1,5533321;USD2.15
Argentina;28 main cities;Cuyo;2007;1,8312193;USD2.15
Argentina;28 main cities;NOA;2007;3,5274803;USD2.15
Argentina;28 main cities;Patagonia;2007;1,1279913;USD2.15
Argentina;28 main cities;NEA;2007;5,8777705;USD2.15
Argentina;28 main cities;National;2007;1,7975101;USD2.15
Argentina;28 main cities;GBA;2007;1,4725346;USD2.15
Argentina;28 main cities;Pampeana;2007;1,3742107;USD2.15
Argentina;28 main cities;Cuyo;2007;1,8328917;USD2.15
Argentina;28 main cities;NOA;2007;2,8663137;USD2.15
Argentina;28 main cities;Patagonia;2007;0,75282829;USD2.15
Argentina;28 main cities;NEA;2007;5,7069364;USD2.15
Argentina;28 main cities;National;2008;1,8179466;USD2.15
Argentina;28 main cities;GBA;2008;1,5970458;USD2.15
Argentina;28 main cities;Pampeana;2008;1,513744;USD2.15
Argentina;28 main cities;Cuyo;2008;1,3587103;USD2.15
Argentina;28 main cities;NOA;2008;2,9301617;USD2.15
Argentina;28 main cities;Patagonia;2008;0,74982899;USD2.15
Argentina;28 main cities;NEA;2008;4,7268816;USD2.15
Argentina;28 main cities;National;2008;1,6375881;USD2.15
Argentina;28 main cities;GBA;2008;1,3039579;USD2.15
Argentina;28 main cities;Pampeana;2008;1,5811008;USD2.15
Argentina;28 main cities;Cuyo;2008;1,4427661;USD2.15
Argentina;28 main cities;NOA;2008;2,8922769;USD2.15
Argentina;28 main cities;Patagonia;2008;0,49016167;USD2.15
Argentina;28 main cities;NEA;2008;4,0440544;USD2.15
Argentina;28 main cities;National;2009;1,8225918;USD2.15
Argentina;28 main cities;GBA;2009;1,5120015;USD2.15
Argentina;28 main cities;Pampeana;2009;2,1608502;USD2.15
Argentina;28 main cities;Cuyo;2009;1,5063992;USD2.15
Argentina;28 main cities;NOA;2009;2,4823765;USD2.15
Argentina;28 main cities;Patagonia;2009;1,0303283;USD2.15
Argentina;28 main cities;NEA;2009;3,2207907;USD2.15
Argentina;28 main cities;National;2009;1,5534867;USD2.15
Argentina;28 main cities;GBA;2009;1,1576049;USD2.15
Argentina;28 main cities;Pampeana;2009;1,6673561;USD2.15
Argentina;28 main cities;Cuyo;2009;1,819103;USD2.15
Argentina;28 main cities;NOA;2009;2,1500258;USD2.15
Argentina;28 main cities;Patagonia;2009;0,87348621;USD2.15
Argentina;28 main cities;NEA;2009;4,2094652;USD2.15
Argentina;28 main cities;National;2010;0,96846652;USD2.15
Argentina;28 main cities;GBA;2010;0,59778319;USD2.15
Argentina;28 main cities;Pampeana;2010;1,325475;USD2.15
Argentina;28 main cities;Cuyo;2010;0,8995434;USD2.15
Argentina;28 main cities;NOA;2010;1,1834842;USD2.15
Argentina;28 main cities;Patagonia;2010;1,1361598;USD2.15
Argentina;28 main cities;NEA;2010;2,7835987;USD2.15
Argentina;28 main cities;National;2010;0,74654093;USD2.15
Argentina;28 main cities;GBA;2010;0,38480492;USD2.15
Argentina;28 main cities;Pampeana;2010;0,99357079;USD2.15
Argentina;28 main cities;Cuyo;2010;0,97796959;USD2.15
Argentina;28 main cities;NOA;2010;1,4616846;USD2.15
Argentina;28 main cities;Patagonia;2010;0,65215201;USD2.15
Argentina;28 main cities;NEA;2010;1,8467375;USD2.15
Argentina;28 main cities;National;2011;0,87785676;USD2.15
Argentina;28 main cities;GBA;2011;0,88259642;USD2.15
Argentina;28 main cities;Pampeana;2011;0,88188861;USD2.15
Argentina;28 main cities;Cuyo;2011;0,88143506;USD2.15
Argentina;28 main cities;NOA;2011;0,61020865;USD2.15
Argentina;28 main cities;Patagonia;2011;0,70817242;USD2.15
Argentina;28 main cities;NEA;2011;1,4184252;USD2.15
Argentina;28 main cities;National;2011;0,71137696;USD2.15
Argentina;28 main cities;GBA;2011;0,61281459;USD2.15
Argentina;28 main cities;Pampeana;2011;0,70496368;USD2.15
Argentina;28 main cities;Cuyo;2011;0,97861844;USD2.15
Argentina;28 main cities;NOA;2011;0,78724616;USD2.15
Argentina;28 main cities;Patagonia;2011;0,40629006;USD2.15
Argentina;28 main cities;NEA;2011;1,4845271;USD2.15
Argentina;28 main cities;National;2012;0,80520142;USD2.15
Argentina;28 main cities;GBA;2012;0,94039005;USD2.15
Argentina;28 main cities;Pampeana;2012;0,65464092;USD2.15
Argentina;28 main cities;Cuyo;2012;0,29140322;USD2.15
Argentina;28 main cities;NOA;2012;0,92217477;USD2.15
Argentina;28 main cities;Patagonia;2012;0,31219261;USD2.15
Argentina;28 main cities;NEA;2012;0,8046599;USD2.15
Argentina;28 main cities;National;2012;0,64704663;USD2.15
Argentina;28 main cities;GBA;2012;0,6437017;USD2.15
Argentina;28 main cities;Pampeana;2012;0,71563499;USD2.15
Argentina;28 main cities;Cuyo;2012;0,34791505;USD2.15
Argentina;28 main cities;NOA;2012;0,50000615;USD2.15
Argentina;28 main cities;Patagonia;2012;0,57151334;USD2.15
Argentina;28 main cities;NEA;2012;1,0543312;USD2.15
Argentina;28 main cities;National;2013;0,57604997;USD2.15
Argentina;28 main cities;GBA;2013;0,51361268;USD2.15
Argentina;28 main cities;Pampeana;2013;0,64330613;USD2.15
Argentina;28 main cities;Cuyo;2013;0,39340028;USD2.15
Argentina;28 main cities;NOA;2013;0,42561891;USD2.15
Argentina;28 main cities;Patagonia;2013;0,67020258;USD2.15
Argentina;28 main cities;NEA;2013;1,3448995;USD2.15
Argentina;28 main cities;National;2013;0,66667513;USD2.15
Argentina;28 main cities;GBA;2013;0,67337063;USD2.15
Argentina;28 main cities;Pampeana;2013;0,65871045;USD2.15
Argentina;28 main cities;Cuyo;2013;0,4189613;USD2.15
Argentina;28 main cities;NOA;2013;0,74516457;USD2.15
Argentina;28 main cities;Patagonia;2013;0,49188758;USD2.15
Argentina;28 main cities;NEA;2013;0,8996546;USD2.15
Argentina;28 main cities;National;2014;0,75273476;USD2.15
Argentina;28 main cities;GBA;2014;0,79245961;USD2.15
Argentina;28 main cities;Pampeana;2014;0,69034999;USD2.15
Argentina;28 main cities;Cuyo;2014;0,58331206;USD2.15
Argentina;28 main cities;NOA;2014;0,79139933;USD2.15
Argentina;28 main cities;Patagonia;2014;0,55040293;USD2.15
Argentina;28 main cities;NEA;2014;0,90622301;USD2.15
Argentina;28 main cities;National;2014;0,60477946;USD2.15
Argentina;28 main cities;GBA;2014;0,57572969;USD2.15
Argentina;28 main cities;Pampeana;2014;0,76281091;USD2.15
Argentina;28 main cities;Cuyo;2014;0,62548619;USD2.15
Argentina;28 main cities;NOA;2014;0,40103251;USD2.15
Argentina;28 main cities;Patagonia;2014;0,33485256;USD2.15
Argentina;28 main cities;NEA;2014;0,74913066;USD2.15
Argentina;28 main cities;National;2015;0,69125251;USD2.15
Argentina;28 main cities;GBA;2015;0,80053356;USD2.15
Argentina;28 main cities;Pampeana;2015;0,70815412;USD2.15
Argentina;28 main cities;Cuyo;2015;0,22495866;USD2.15
Argentina;28 main cities;NOA;2015;0,40891213;USD2.15
Argentina;28 main cities;Patagonia;2015;0,43891174;USD2.15
Argentina;28 main cities;NEA;2015;0,79162741;USD2.15
Argentina;28 main cities;National;2016;0,69688519;USD2.15
Argentina;28 main cities;GBA;2016;0,70903486;USD2.15
Argentina;28 main cities;Pampeana;2016;0,70844679;USD2.15
Argentina;28 main cities;Cuyo;2016;0,42178253;USD2.15
Argentina;28 main cities;NOA;2016;1,0437465;USD2.15
Argentina;28 main cities;Patagonia;2016;0,48662021;USD2.15
Argentina;28 main cities;NEA;2016;0,31953499;USD2.15
Argentina;28 main cities;National;2017;0,86587734;USD2.15
Argentina;28 main cities;GBA;2017;1,1704404;USD2.15
Argentina;28 main cities;Pampeana;2017;0,53043726;USD2.15
Argentina;28 main cities;Cuyo;2017;0,50101561;USD2.15
Argentina;28 main cities;NOA;2017;0,3253138;USD2.15
Argentina;28 main cities;Patagonia;2017;0,57797829;USD2.15
Argentina;28 main cities;NEA;2017;0,55904819;USD2.15
Argentina;28 main cities;National;2017;0,60379631;USD2.15
Argentina;28 main cities;GBA;2017;0,58524122;USD2.15
Argentina;28 main cities;Pampeana;2017;0,70122718;USD2.15
Argentina;28 main cities;Cuyo;2017;0,38204132;USD2.15
Argentina;28 main cities;NOA;2017;0,53372291;USD2.15
Argentina;28 main cities;Patagonia;2017;0,23645009;USD2.15
Argentina;28 main cities;NEA;2017;1,076531;USD2.15
Argentina;28 main cities;National;2018;0,72146148;USD2.15
Argentina;28 main cities;GBA;2018;0,81513892;USD2.15
Argentina;28 main cities;Pampeana;2018;0,81905954;USD2.15
Argentina;28 main cities;Cuyo;2018;0,38488735;USD2.15
Argentina;28 main cities;NOA;2018;0,35183753;USD2.15
Argentina;28 main cities;Patagonia;2018;0,38820591;USD2.15
Argentina;28 main cities;NEA;2018;0,59727623;USD2.15
Argentina;28 main cities;National;2018;1,0443243;USD2.15
Argentina;28 main cities;GBA;2018;1,3715507;USD2.15
Argentina;28 main cities;Pampeana;2018;0,6236457;USD2.15
Argentina;28 main cities;Cuyo;2018;0,27947062;USD2.15
Argentina;28 main cities;NOA;2018;0,56324593;USD2.15
Argentina;28 main cities;Patagonia;2018;0,58873141;USD2.15
Argentina;28 main cities;NEA;2018;1,3758766;USD2.15
Argentina;28 main cities;National;2019;0,97568774;USD2.15
Argentina;28 main cities;GBA;2019;1,1765094;USD2.15
Argentina;28 main cities;Pampeana;2019;0,72861658;USD2.15
Argentina;28 main cities;Cuyo;2019;0,94143083;USD2.15
Argentina;28 main cities;NOA;2019;0,40995095;USD2.15
Argentina;28 main cities;Patagonia;2019;0,71839927;USD2.15
Argentina;28 main cities;NEA;2019;1,0904242;USD2.15
Argentina;28 main cities;National;2019;1,1097424;USD2.15
Argentina;28 main cities;GBA;2019;1,4731784;USD2.15
Argentina;28 main cities;Pampeana;2019;0,65724145;USD2.15
Argentina;28 main cities;Cuyo;2019;0,64134624;USD2.15
Argentina;28 main cities;NOA;2019;0,51815455;USD2.15
Argentina;28 main cities;Patagonia;2019;0,59206942;USD2.15
Argentina;28 main cities;NEA;2019;1,0938756;USD2.15
Argentina;28 main cities;National;2020;1,3755922;USD2.15
Argentina;28 main cities;GBA;2020;1,578421;USD2.15
Argentina;28 main cities;Pampeana;2020;1,1988254;USD2.15
Argentina;28 main cities;Cuyo;2020;1,2379618;USD2.15
Argentina;28 main cities;NOA;2020;0,5851174;USD2.15
Argentina;28 main cities;Patagonia;2020;1,5845292;USD2.15
Argentina;28 main cities;NEA;2020;1,4726141;USD2.15
Argentina;28 main cities;National;2020;1,1731252;USD2.15
Argentina;28 main cities;GBA;2020;1,4733645;USD2.15
Argentina;28 main cities;Pampeana;2020;0,9094914;USD2.15
Argentina;28 main cities;Cuyo;2020;0,62059981;USD2.15
Argentina;28 main cities;NOA;2020;0,87179498;USD2.15
Argentina;28 main cities;Patagonia;2020;1,1562004;USD2.15
Argentina;28 main cities;NEA;2020;0,36342551;USD2.15
Argentina;28 main cities;National;2021;0,85201557;USD2.15
Argentina;28 main cities;GBA;2021;0,98665953;USD2.15
Argentina;28 main cities;Pampeana;2021;0,89572533;USD2.15
Argentina;28 main cities;Cuyo;2021;0,38714301;USD2.15
Argentina;28 main cities;NOA;2021;0,30305701;USD2.15
Argentina;28 main cities;Patagonia;2021;0,99878155;USD2.15
Argentina;28 main cities;NEA;2021;0,58829748;USD2.15
Argentina;28 main cities;National;2021;0,89421792;USD2.15
Argentina;28 main cities;GBA;2021;1,1503499;USD2.15
Argentina;28 main cities;Pampeana;2021;0,78104313;USD2.15
Argentina;28 main cities;Cuyo;2021;0,12796912;USD2.15
Argentina;28 main cities;NOA;2021;0,32040938;USD2.15
Argentina;28 main cities;Patagonia;2021;0,37805681;USD2.15
Argentina;28 main cities;NEA;2021;0,70217298;USD2.15
Argentina;28 main cities;National;2022;0,59609979;USD2.15
Argentina;28 main cities;GBA;2022;0,76500482;USD2.15
Argentina;28 main cities;Pampeana;2022;0,49209922;USD2.15
Argentina;28 main cities;Cuyo;2022;0,1381646;USD2.15
Argentina;28 main cities;NOA;2022;0,21840883;USD2.15
Argentina;28 main cities;Patagonia;2022;0,48759129;USD2.15
Argentina;28 main cities;NEA;2022;0,46688169;USD2.15
Argentina;28 main cities;National;2022;0,61188984;USD2.15
Argentina;28 main cities;GBA;2022;0,76939142;USD2.15
Argentina;28 main cities;Pampeana;2022;0,56968725;USD2.15
Argentina;28 main cities;Cuyo;2022;0,17913575;USD2.15
Argentina;28 main cities;NOA;2022;0,18666591;USD2.15
Argentina;28 main cities;Patagonia;2022;0,42385633;USD2.15
Argentina;28 main cities;NEA;2022;0,4706473;USD2.15
Bolivia;;National;2000;24,247424;USD2.15
Bolivia;;Chuquisaca;2000;43,671867;USD2.15
Bolivia;;La Paz;2000;19,450114;USD2.15
Bolivia;;Cochabamba;2000;25,22677;USD2.15
Bolivia;;Oruro;2000;42,84609;USD2.15
Bolivia;;Potosí;2000;56,183774;USD2.15
Bolivia;;Tarija;2000;16,992585;USD2.15
Bolivia;;Santa Cruz;2000;10,179509;USD2.15
Bolivia;;Beni;2000;11,881556;USD2.15
Bolivia;;Pando;2000;8,9387446;USD2.15
Bolivia;;National;2001;19,031044;USD2.15
Bolivia;;Chuquisaca;2001;43,267353;USD2.15
Bolivia;;La Paz;2001;18,982792;USD2.15
Bolivia;;Cochabamba;2001;20,262223;USD2.15
Bolivia;;Oruro;2001;19,44306;USD2.15
Bolivia;;Potosí;2001;38,551422;USD2.15
Bolivia;;Tarija;2001;11,684188;USD2.15
Bolivia;;Santa Cruz;2001;9,7008745;USD2.15
Bolivia;;Beni;2001;7,3717534;USD2.15
Bolivia;;Pando;2001;10,070855;USD2.15
Bolivia;;National;2002;19,68643;USD2.15
Bolivia;;Chuquisaca;2002;44,377199;USD2.15
Bolivia;;La Paz;2002;19,803205;USD2.15
Bolivia;;Cochabamba;2002;25,851846;USD2.15
Bolivia;;Oruro;2002;19,953719;USD2.15
Bolivia;;Potosí;2002;35,91945;USD2.15
Bolivia;;Tarija;2002;12,327214;USD2.15
Bolivia;;Santa Cruz;2002;8,7500277;USD2.15
Bolivia;;Beni;2002;8,9581348;USD2.15
Bolivia;;Pando;2002;1,2693841;USD2.15
Bolivia;;National;2005;15,606612;USD2.15
Bolivia;;Chuquisaca;2005;33,575241;USD2.15
Bolivia;;La Paz;2005;14,261299;USD2.15
Bolivia;;Cochabamba;2005;21,440481;USD2.15
Bolivia;;Oruro;2005;13,266634;USD2.15
Bolivia;;Potosí;2005;33,425529;USD2.15
Bolivia;;Tarija;2005;11,729508;USD2.15
Bolivia;;Santa Cruz;2005;4,6069674;USD2.15
Bolivia;;Beni;2005;12,639821;USD2.15
Bolivia;;Pando;2005;7,8147415;USD2.15
Bolivia;;National;2006;12,494707;USD2.15
Bolivia;;Chuquisaca;2006;22,089116;USD2.15
Bolivia;;La Paz;2006;14,435703;USD2.15
Bolivia;;Cochabamba;2006;19,365978;USD2.15
Bolivia;;Oruro;2006;7,9574365;USD2.15
Bolivia;;Potosí;2006;23,848571;USD2.15
Bolivia;;Tarija;2006;7,1804992;USD2.15
Bolivia;;Santa Cruz;2006;4,1253925;USD2.15
Bolivia;;Beni;2006;2,8595123;USD2.15
Bolivia;;Pando;2006;3,7049002;USD2.15
Bolivia;;National;2007;9,4667733;USD2.15
Bolivia;;Chuquisaca;2007;22,323827;USD2.15
Bolivia;;La Paz;2007;9,9293932;USD2.15
Bolivia;;Cochabamba;2007;6,7937694;USD2.15
Bolivia;;Oruro;2007;9,9957158;USD2.15
Bolivia;;Potosí;2007;35,46767;USD2.15
Bolivia;;Tarija;2007;8,2791343;USD2.15
Bolivia;;Santa Cruz;2007;1,6305401;USD2.15
Bolivia;;Beni;2007;2,5814037;USD2.15
Bolivia;;Pando;2007;0,22983788;USD2.15
Bolivia;;National;2011;5,2989048;USD2.15
Bolivia;;Chuquisaca;2011;8,9992861;USD2.15
Bolivia;;La Paz;2011;4,2884672;USD2.15
Bolivia;;Cochabamba;2011;3,5171385;USD2.15
Bolivia;;Oruro;2011;5,5233715;USD2.15
Bolivia;;Potosí;2011;25,859246;USD2.15
Bolivia;;Tarija;2011;3,0654191;USD2.15
Bolivia;;Santa Cruz;2011;1,1883594;USD2.15
Bolivia;;Beni;2011;2,5079551;USD2.15
Bolivia;;Pando;2011;3,5247569;USD2.15
Bolivia;;National;2012;6,4679388;USD2.15
Bolivia;;Chuquisaca;2012;15,39129;USD2.15
Bolivia;;La Paz;2012;6,294482;USD2.15
Bolivia;;Cochabamba;2012;3,5508052;USD2.15
Bolivia;;Oruro;2012;1,8424462;USD2.15
Bolivia;;Potosí;2012;31,02005;USD2.15
Bolivia;;Tarija;2012;0,11182384;USD2.15
Bolivia;;Santa Cruz;2012;1,9430794;USD2.15
Bolivia;;Beni;2012;1,854343;USD2.15
Bolivia;;Pando;2012;5,616787;USD2.15
Bolivia;;National;2013;5,2016299;USD2.15
Bolivia;;Chuquisaca;2013;17,567269;USD2.15
Bolivia;;La Paz;2013;6,2654467;USD2.15
Bolivia;;Cochabamba;2013;3,0209857;USD2.15
Bolivia;;Oruro;2013;4,199212;USD2.15
Bolivia;;Potosí;2013;20,816911;USD2.15
Bolivia;;Tarija;2013;0,0;USD2.15
Bolivia;;Santa Cruz;2013;0,32475518;USD2.15
Bolivia;;Beni;2013;0,0;USD2.15
Bolivia;;Pando;2013;2,5553434;USD2.15
Bolivia;;National;2014;4,2758922;USD2.15
Bolivia;;Chuquisaca;2014;7,2451986;USD2.15
Bolivia;;La Paz;2014;4,0996494;USD2.15
Bolivia;;Cochabamba;2014;5,7427104;USD2.15
Bolivia;;Oruro;2014;1,3697458;USD2.15
Bolivia;;Potosí;2014;17,029603;USD2.15
Bolivia;;Tarija;2014;0,84003356;USD2.15
Bolivia;;Santa Cruz;2014;0,76927196;USD2.15
Bolivia;;Beni;2014;1,4987896;USD2.15
Bolivia;;Pando;2014;2,519042;USD2.15
Bolivia;;National;2015;4,6299645;USD2.15
Bolivia;;Chuquisaca;2015;17,810343;USD2.15
Bolivia;;La Paz;2015;3,5390114;USD2.15
Bolivia;;Cochabamba;2015;3,8640295;USD2.15
Bolivia;;Oruro;2015;5,0126075;USD2.15
Bolivia;;Potosí;2015;16,511335;USD2.15
Bolivia;;Tarija;2015;1,3544022;USD2.15
Bolivia;;Santa Cruz;2015;0,7755038;USD2.15
Bolivia;;Beni;2015;3,9072318;USD2.15
Bolivia;;Pando;2015;2,0644391;USD2.15
Bolivia;;National;2016;5,6203381;USD2.15
Bolivia;;Chuquisaca;2016;8,7577579;USD2.15
Bolivia;;La Paz;2016;4,3797113;USD2.15
Bolivia;;Cochabamba;2016;6,4286867;USD2.15
Bolivia;;Oruro;2016;4,037563;USD2.15
Bolivia;;Potosí;2016;25,500485;USD2.15
Bolivia;;Tarija;2016;1,1714813;USD2.15
Bolivia;;Santa Cruz;2016;1,6081997;USD2.15
Bolivia;;Beni;2016;1,7755761;USD2.15
Bolivia;;Pando;2016;5,1602567;USD2.15
Bolivia;;National;2017;4,9333613;USD2.15
Bolivia;;Chuquisaca;2017;16,92119;USD2.15
Bolivia;;La Paz;2017;4,0812929;USD2.15
Bolivia;;Cochabamba;2017;4,4430699;USD2.15
Bolivia;;Oruro;2017;4,2238582;USD2.15
Bolivia;;Potosí;2017;17,357325;USD2.15
Bolivia;;Tarija;2017;1,4657215;USD2.15
Bolivia;;Santa Cruz;2017;1,0186768;USD2.15
Bolivia;;Beni;2017;3,9669965;USD2.15
Bolivia;;Pando;2017;4,3886336;USD2.15
Bolivia;;National;2018;3,2815931;USD2.15
