country;region;year;indicator;value
Chile;New Income Methodology;2020;wolfson;0,40680191
Chile;New Income Methodology;2022;a1;0,26771351
Chile;New Income Methodology;2022;a2;0,45735222
Chile;New Income Methodology;2022;cv;1,1461272
Chile;New Income Methodology;2022;e0;0,31158193
Chile;New Income Methodology;2022;gini;0,42959859
Chile;New Income Methodology;2022;gini_pci_rural;0,36863131
Chile;New Income Methodology;2022;gini_pci_urban;0,43452888
Chile;New Income Methodology;2022;theil;0,35622622
Chile;New Income Methodology;2022;wolfson;0,35978829
Chile;;1987;a1;0,43428747
Chile;;1987;a2;0,93416011
Chile;;1987;cv;1,6757972
Chile;;1987;e0;0,56946365
Chile;;1987;gini;0,56094333
Chile;;1987;gini_pci_rural;0,47400914
Chile;;1987;gini_pci_urban;0,56139717
Chile;;1987;headcount_national_USD2.15;15,380129
Chile;;1987;headcount_national_USD3.65;34,781301
Chile;;1987;headcount_national_USD6.85;62,123281
Chile;;1987;headcount_rural_USD2.15;20,651337
Chile;;1987;headcount_rural_USD3.65;49,67921
Chile;;1987;headcount_rural_USD6.85;79,696776
Chile;;1987;headcount_urban_USD2.15;14,085343
Chile;;1987;headcount_urban_USD3.65;31,121873
Chile;;1987;headcount_urban_USD6.85;57,806638
Chile;;1987;nbi1_headcount_urban;57,060529
Chile;;1987;theil;0,63644431
Chile;;1987;wolfson;0,54409414
Chile;;1990;a1;0,44418987
Chile;;1990;a2;0,68768971
Chile;;1990;cv;1,9870575
Chile;;1990;e0;0,58753128
Chile;;1990;gini;0,57129916
Chile;;1990;gini_pci_rural;0,59696089
Chile;;1990;gini_pci_urban;0,56212604
Chile;;1990;headcount_national_USD2.15;10,668008
Chile;;1990;headcount_national_USD3.65;28,133481
Chile;;1990;headcount_national_USD6.85;56,014596
Chile;;1990;headcount_rural_USD2.15;15,470642
Chile;;1990;headcount_rural_USD3.65;37,95089
Chile;;1990;headcount_rural_USD6.85;69,034846
Chile;;1990;headcount_urban_USD2.15;9,5720544
Chile;;1990;headcount_urban_USD3.65;25,893165
Chile;;1990;headcount_urban_USD6.85;53,043396
Chile;;1990;nbi1_headcount_urban;56,403548
Chile;;1990;theil;0,69851454
Chile;;1990;wolfson;0,53839911
Chile;;1992;a1;0,40879969
Chile;;1992;a2;0,6149941
Chile;;1992;cv;1,8003083
Chile;;1992;e0;0,52577393
Chile;;1992;gini;0,54669567
Chile;;1992;gini_pci_rural;0,50821952
Chile;;1992;gini_pci_urban;0,54619967
Chile;;1992;headcount_national_USD2.15;6,8347654
Chile;;1992;headcount_national_USD3.65;21,620692
Chile;;1992;headcount_national_USD6.85;50,665294
Chile;;1992;headcount_rural_USD2.15;9,7266647
Chile;;1992;headcount_rural_USD3.65;31,4543
Chile;;1992;headcount_rural_USD6.85;66,169269
Chile;;1992;headcount_urban_USD2.15;6,2725461
Chile;;1992;headcount_urban_USD3.65;19,708922
Chile;;1992;headcount_urban_USD6.85;47,651138
Chile;;1992;theil;0,63884035
Chile;;1992;wolfson;0,49477813
Chile;;1994;a1;0,43277807
Chile;;1994;a2;0,65203959
Chile;;1994;cv;2,8945635
Chile;;1994;e0;0,56720564
Chile;;1994;gini;0,56266479
Chile;;1994;gini_pci_rural;0,52269915
Chile;;1994;gini_pci_urban;0,55928888
Chile;;1994;headcount_national_USD2.15;6,7974642
Chile;;1994;headcount_national_USD3.65;20,213692
Chile;;1994;headcount_national_USD6.85;47,091737
Chile;;1994;headcount_rural_USD2.15;10,745879
Chile;;1994;headcount_rural_USD3.65;31,017493
Chile;;1994;headcount_rural_USD6.85;66,30848
Chile;;1994;headcount_urban_USD2.15;6,0119578
Chile;;1994;headcount_urban_USD3.65;18,06436
Chile;;1994;headcount_urban_USD6.85;43,268715
Chile;;1994;theil;0,72204503
Chile;;1994;wolfson;0,52477409
Chile;;1996;a1;0,41354499
Chile;;1996;a2;0,63881742
Chile;;1996;cv;1,770165
Chile;;1996;e0;0,53339278
Chile;;1996;gini;0,54811719
Chile;;1996;gini_pci_rural;0,49411974
Chile;;1996;gini_pci_urban;0,54344871
Chile;;1996;headcount_national_USD2.15;4,6644677
Chile;;1996;headcount_national_USD3.65;16,204704
Chile;;1996;headcount_national_USD6.85;41,366704
Chile;;1996;headcount_rural_USD2.15;9,4052831
Chile;;1996;headcount_rural_USD3.65;29,624097
Chile;;1996;headcount_rural_USD6.85;64,623824
Chile;;1996;headcount_urban_USD2.15;3,8023957
Chile;;1996;headcount_urban_USD3.65;13,764515
Chile;;1996;headcount_urban_USD6.85;37,137619
Chile;;1996;nbi1_headcount_urban;37,988197
Chile;;1996;theil;0,62158907
Chile;;1996;wolfson;0,51444831
Chile;;1998;a1;0,42309018
Chile;;1998;a2;0,65591053
Chile;;1998;cv;1,8615144
Chile;;1998;e0;0,54981947
Chile;;1998;gini;0,55441337
Chile;;1998;gini_pci_rural;0,49478017
Chile;;1998;gini_pci_urban;0,55126956
Chile;;1998;headcount_national_USD2.15;4,5866967
Chile;;1998;headcount_national_USD3.65;14,862622
Chile;;1998;headcount_national_USD6.85;38,928998
Chile;;1998;headcount_rural_USD2.15;7,9056082
Chile;;1998;headcount_rural_USD3.65;25,955725
Chile;;1998;headcount_rural_USD6.85;59,267934
Chile;;1998;headcount_urban_USD2.15;4,0640056
Chile;;1998;headcount_urban_USD3.65;13,115583
Chile;;1998;headcount_urban_USD6.85;35,725846
Chile;;1998;nbi1_headcount_urban;36,5487
Chile;;1998;theil;0,64458566
Chile;;1998;wolfson;0,51832892
Chile;;2000;headcount_national_USD2.15;6,2003671
Chile;;2000;headcount_national_USD3.65;16,564959
Chile;;2000;headcount_national_USD6.85;42,138798
Chile;;2000;headcount_rural_USD2.15;11,792901
Chile;;2000;headcount_rural_USD3.65;29,930926
Chile;;2000;headcount_rural_USD6.85;65,659048
Chile;;2000;headcount_urban_USD2.15;5,3189362
Chile;;2000;headcount_urban_USD3.65;14,458369
Chile;;2000;headcount_urban_USD6.85;38,431807
Chile;;2000;nbi1_headcount_urban;33,425241
Chile;;2003;headcount_national_USD2.15;5,9035294
Chile;;2003;headcount_national_USD3.65;15,8305
Chile;;2003;headcount_national_USD6.85;41,475167
Chile;;2003;headcount_rural_USD2.15;9,545882
Chile;;2003;headcount_rural_USD3.65;25,36368
Chile;;2003;headcount_rural_USD6.85;59,692834
Chile;;2003;headcount_urban_USD2.15;5,3538337
Chile;;2003;headcount_urban_USD3.65;14,391773
Chile;;2003;headcount_urban_USD6.85;38,725798
Chile;;2003;nbi1_headcount_urban;37,096403
Chile;;2006;headcount_national_USD2.15;2,0453675
Chile;;2006;headcount_national_USD3.65;7,5984693
Chile;;2006;headcount_national_USD6.85;29,070267
Chile;;2006;headcount_rural_USD2.15;3,2681857
Chile;;2006;headcount_rural_USD3.65;12,148583
Chile;;2006;headcount_rural_USD6.85;42,63545
Chile;;2006;headcount_urban_USD2.15;1,8653297
Chile;;2006;headcount_urban_USD3.65;6,9285478
Chile;;2006;headcount_urban_USD6.85;27,07304
Chile;;2006;nbi1_headcount_urban;31,853868
Chile;;2009;headcount_national_USD2.15;1,6663069
Chile;;2009;headcount_national_USD3.65;5,536884
Chile;;2009;headcount_national_USD6.85;24,411875
Chile;;2009;headcount_rural_USD2.15;2,5600512
Chile;;2009;headcount_rural_USD3.65;8,4684953
Chile;;2009;headcount_rural_USD6.85;33,4789
Chile;;2009;headcount_urban_USD2.15;1,5380514
Chile;;2009;headcount_urban_USD3.65;5,116187
Chile;;2009;headcount_urban_USD6.85;23,110724
Chile;;2009;nbi1_headcount_urban;27,614526
Chile;;2011;headcount_national_USD2.15;0,90387512
Chile;;2011;headcount_national_USD3.65;3,8553641
Chile;;2011;headcount_national_USD6.85;20,913894
Chile;;2011;headcount_rural_USD2.15;1,365452
Chile;;2011;headcount_rural_USD3.65;5,4362954
Chile;;2011;headcount_rural_USD6.85;27,391243
Chile;;2011;headcount_urban_USD2.15;0,83915986
Chile;;2011;headcount_urban_USD3.65;3,63371
Chile;;2011;headcount_urban_USD6.85;20,005739
Chile;;2011;nbi1_headcount_urban;24,51649
Chile;;2013;headcount_national_USD2.15;0,51711923
Chile;;2013;headcount_national_USD3.65;1,9575598
Chile;;2013;headcount_national_USD6.85;12,488173
Chile;;2013;headcount_rural_USD2.15;0,60571461
Chile;;2013;headcount_rural_USD3.65;3,0499874
Chile;;2013;headcount_rural_USD6.85;17,757458
Chile;;2013;headcount_urban_USD2.15;0,50489444
Chile;;2013;headcount_urban_USD3.65;1,8068217
Chile;;2013;headcount_urban_USD6.85;11,761093
Chile;;2013;nbi1_headcount_urban;20,271058
Chile;;2015;headcount_national_USD2.15;0,4292806
Chile;;2015;headcount_national_USD3.65;1,5461362
Chile;;2015;headcount_national_USD6.85;9,7346284
Chile;;2015;headcount_rural_USD2.15;0,61367476
Chile;;2015;headcount_rural_USD3.65;2,0066063
Chile;;2015;headcount_rural_USD6.85;12,822847
Chile;;2015;headcount_urban_USD2.15;0,40422706
Chile;;2015;headcount_urban_USD3.65;1,4835724
Chile;;2015;headcount_urban_USD6.85;9,3150337
Chile;;2015;nbi1_headcount_urban;19,287465
Chile;;2017;headcount_national_USD2.15;0,35970792
Chile;;2017;headcount_national_USD3.65;1,0341494
Chile;;2017;headcount_national_USD6.85;7,4741008
Chile;;2017;headcount_rural_USD2.15;0,18555303
Chile;;2017;headcount_rural_USD3.65;1,1176172
Chile;;2017;headcount_rural_USD6.85;9,7614113
Chile;;2017;headcount_urban_USD2.15;0,38306229
Chile;;2017;headcount_urban_USD3.65;1,0229562
Chile;;2017;headcount_urban_USD6.85;7,1673698
Chile;;2017;nbi1_headcount_urban;19,098815
Chile;;2020;headcount_national_USD2.15;1,3415734
Chile;;2020;headcount_national_USD3.65;2,7032576
Chile;;2020;headcount_national_USD6.85;9,8847672
Chile;;2020;headcount_rural_USD2.15;0,58243746
Chile;;2020;headcount_rural_USD3.65;2,2860681
Chile;;2020;headcount_rural_USD6.85;9,909887
Chile;;2020;headcount_urban_USD2.15;1,4400862
Chile;;2020;headcount_urban_USD3.65;2,7573961
Chile;;2020;headcount_urban_USD6.85;9,8815074
Chile;;2020;nbi1_headcount_urban;19,83919
Chile;;2022;headcount_national_USD2.15;0,39506757
Chile;;2022;headcount_national_USD3.65;0,87066093
Chile;;2022;headcount_national_USD6.85;4,7183733
Chile;;2022;headcount_rural_USD2.15;0,2419918
Chile;;2022;headcount_rural_USD3.65;0,77699997
Chile;;2022;headcount_rural_USD6.85;5,1018197
Chile;;2022;headcount_urban_USD2.15;0,41456458
Chile;;2022;headcount_urban_USD3.65;0,88259037
Chile;;2022;headcount_urban_USD6.85;4,6695344
Chile;;2022;nbi1_headcount_urban;16,680314
Colombia;ECH-National;2001;a1;0,44985867
Colombia;ECH-National;2001;a2;0,73185335
Colombia;ECH-National;2001;cv;1,8361129
Colombia;ECH-National;2001;e0;0,59772205
Colombia;ECH-National;2001;gini;0,56197817
Colombia;ECH-National;2001;gini_pci_rural;0,49489875
Colombia;ECH-National;2001;gini_pci_urban;0,55722029
Colombia;ECH-National;2001;theil;0,6677927
Colombia;ECH-National;2001;wolfson;0,50112796
Colombia;ECH-National;2002;a1;0,43623937
Colombia;ECH-National;2002;a2;0,68670911
Colombia;ECH-National;2002;cv;2,1606326
Colombia;ECH-National;2002;e0;0,57315219
Colombia;ECH-National;2002;gini;0,5594712
Colombia;ECH-National;2002;gini_pci_rural;0,51993564
Colombia;ECH-National;2002;gini_pci_urban;0,53923495
Colombia;ECH-National;2002;headcount_national_USD2.15;14,178108
Colombia;ECH-National;2002;headcount_national_USD3.65;30,921073
Colombia;ECH-National;2002;headcount_national_USD6.85;57,666715
Colombia;ECH-National;2002;headcount_rural_USD2.15;30,764383
Colombia;ECH-National;2002;headcount_rural_USD3.65;55,504735
Colombia;ECH-National;2002;headcount_rural_USD6.85;83,251363
Colombia;ECH-National;2002;headcount_urban_USD2.15;8,3690585
Colombia;ECH-National;2002;headcount_urban_USD3.65;22,31108
Colombia;ECH-National;2002;headcount_urban_USD6.85;48,706145
Colombia;ECH-National;2002;nbi1_headcount_urban;38,212889
Colombia;ECH-National;2002;theil;0,67297303
Colombia;ECH-National;2002;wolfson;0,52432782
Colombia;ECH-National;2003;a1;0,40472199
Colombia;ECH-National;2003;a2;0,64414256
Colombia;ECH-National;2003;cv;1,5713514
Colombia;ECH-National;2003;e0;0,51852062
Colombia;ECH-National;2003;gini;0,53481684
Colombia;ECH-National;2003;gini_pci_rural;0,44115844
Colombia;ECH-National;2003;gini_pci_urban;0,52441677
Colombia;ECH-National;2003;headcount_national_USD2.15;13,005038
Colombia;ECH-National;2003;headcount_national_USD3.65;29,333113
Colombia;ECH-National;2003;headcount_national_USD6.85;57,970548
Colombia;ECH-National;2003;headcount_rural_USD2.15;25,678246
Colombia;ECH-National;2003;headcount_rural_USD3.65;49,37767
Colombia;ECH-National;2003;headcount_rural_USD6.85;81,326102
Colombia;ECH-National;2003;headcount_urban_USD2.15;8,6324425
Colombia;ECH-National;2003;headcount_urban_USD3.65;22,417204
Colombia;ECH-National;2003;headcount_urban_USD6.85;49,912257
Colombia;ECH-National;2003;nbi1_headcount_urban;38,153651
Colombia;ECH-National;2003;theil;0,57438306
Colombia;ECH-National;2003;wolfson;0,48795658
Colombia;ECH-National;2004;a1;0,41743408
Colombia;ECH-National;2004;a2;0,64253332
Colombia;ECH-National;2004;cv;1,7164644
Colombia;ECH-National;2004;e0;0,54016526
Colombia;ECH-National;2004;gini;0,54938992
Colombia;ECH-National;2004;gini_pci_rural;0,42725336
Colombia;ECH-National;2004;gini_pci_urban;0,54078028
Colombia;ECH-National;2004;headcount_national_USD2.15;12,00756
Colombia;ECH-National;2004;headcount_national_USD3.65;28,822426
Colombia;ECH-National;2004;headcount_national_USD6.85;57,346777
Colombia;ECH-National;2004;headcount_rural_USD2.15;23,850649
Colombia;ECH-National;2004;headcount_rural_USD3.65;49,931487
Colombia;ECH-National;2004;headcount_rural_USD6.85;81,812777
Colombia;ECH-National;2004;headcount_urban_USD2.15;7,9716269
Colombia;ECH-National;2004;headcount_urban_USD3.65;21,628799
Colombia;ECH-National;2004;headcount_urban_USD6.85;49,009159
Colombia;ECH-National;2004;nbi1_headcount_urban;36,259761
Colombia;ECH-National;2004;theil;0,62616036
Colombia;ECH-National;2004;wolfson;0,50771285
Colombia;ECH-National;2005;a1;0,40668731
Colombia;ECH-National;2005;a2;0,63256298
Colombia;ECH-National;2005;cv;1,6700631
Colombia;ECH-National;2005;e0;0,52248006
Colombia;ECH-National;2005;gini;0,53863842
Colombia;ECH-National;2005;gini_pci_rural;0,4325744
Colombia;ECH-National;2005;gini_pci_urban;0,52399712
Colombia;ECH-National;2005;headcount_national_USD2.15;10,736817
Colombia;ECH-National;2005;headcount_national_USD3.65;25,634961
Colombia;ECH-National;2005;headcount_national_USD6.85;53,523699
Colombia;ECH-National;2005;headcount_rural_USD2.15;24,327013
Colombia;ECH-National;2005;headcount_rural_USD3.65;49,908364
Colombia;ECH-National;2005;headcount_rural_USD6.85;80,912955
Colombia;ECH-National;2005;headcount_urban_USD2.15;6,1957834
Colombia;ECH-National;2005;headcount_urban_USD3.65;17,524237
Colombia;ECH-National;2005;headcount_urban_USD6.85;44,371843
Colombia;ECH-National;2005;nbi1_headcount_urban;33,69987
Colombia;ECH-National;2005;theil;0,59343953
Colombia;ECH-National;2005;wolfson;0,4944023
Colombia;GEIH-National;2008;a1;0,43161068
Colombia;GEIH-National;2008;a2;0,68876504
Colombia;GEIH-National;2008;cv;1,6863449
Colombia;GEIH-National;2008;e0;0,5651142
Colombia;GEIH-National;2008;gini;0,55138684
Colombia;GEIH-National;2008;gini_pci_rural;0,47610898
Colombia;GEIH-National;2008;gini_pci_urban;0,53649951
Colombia;GEIH-National;2008;headcount_national_USD2.15;11,025089
Colombia;GEIH-National;2008;headcount_national_USD3.65;24,061386
Colombia;GEIH-National;2008;headcount_national_USD6.85;48,503174
Colombia;GEIH-National;2008;headcount_rural_USD2.15;23,445654
Colombia;GEIH-National;2008;headcount_rural_USD3.65;45,477063
Colombia;GEIH-National;2008;headcount_rural_USD6.85;74,80905
Colombia;GEIH-National;2008;headcount_urban_USD2.15;7,2435427
Colombia;GEIH-National;2008;headcount_urban_USD3.65;17,541202
Colombia;GEIH-National;2008;headcount_urban_USD6.85;40,494127
Colombia;GEIH-National;2008;nbi1_headcount_urban;53,114279
Colombia;GEIH-National;2008;theil;0,6142511
Colombia;GEIH-National;2008;wolfson;0,52585365
Colombia;GEIH-National;2009;a1;0,4162656
Colombia;GEIH-National;2009;a2;0,67290478
Colombia;GEIH-National;2009;cv;1,6358192
Colombia;GEIH-National;2009;e0;0,53856449
Colombia;GEIH-National;2009;gini;0,54149887
Colombia;GEIH-National;2009;gini_pci_rural;0,45829272
Colombia;GEIH-National;2009;gini_pci_urban;0,52863701
Colombia;GEIH-National;2009;headcount_national_USD2.15;9,6189193
Colombia;GEIH-National;2009;headcount_national_USD3.65;22,279799
Colombia;GEIH-National;2009;headcount_national_USD6.85;47,306278
Colombia;GEIH-National;2009;headcount_rural_USD2.15;19,452285
Colombia;GEIH-National;2009;headcount_rural_USD3.65;42,029502
Colombia;GEIH-National;2009;headcount_rural_USD6.85;72,960088
Colombia;GEIH-National;2009;headcount_urban_USD2.15;6,4967296
Colombia;GEIH-National;2009;headcount_urban_USD3.65;16,009075
Colombia;GEIH-National;2009;headcount_urban_USD6.85;39,160944
Colombia;GEIH-National;2009;nbi1_headcount_urban;53,37494
Colombia;GEIH-National;2009;theil;0,59320014
Colombia;GEIH-National;2009;wolfson;0,51154789
Colombia;GEIH-National;2010;a1;0,41808695
Colombia;GEIH-National;2010;a2;0,65870789
Colombia;GEIH-National;2010;cv;1,7214178
Colombia;GEIH-National;2010;e0;0,54130576
Colombia;GEIH-National;2010;gini;0,54496164
Colombia;GEIH-National;2010;gini_pci_rural;0,46101742
Colombia;GEIH-National;2010;gini_pci_urban;0,53244242
Colombia;GEIH-National;2010;headcount_national_USD2.15;8,2960229
Colombia;GEIH-National;2010;headcount_national_USD3.65;20,01104
Colombia;GEIH-National;2010;headcount_national_USD6.85;44,591416
Colombia;GEIH-National;2010;headcount_rural_USD2.15;17,207128
Colombia;GEIH-National;2010;headcount_rural_USD3.65;38,19051
Colombia;GEIH-National;2010;headcount_rural_USD6.85;70,29188
Colombia;GEIH-National;2010;headcount_urban_USD2.15;5,5026807
Colombia;GEIH-National;2010;headcount_urban_USD3.65;14,312366
Colombia;GEIH-National;2010;headcount_urban_USD6.85;36,535154
Colombia;GEIH-National;2010;nbi1_headcount_urban;53,359539
Colombia;GEIH-National;2010;theil;0,6069817
Colombia;GEIH-National;2010;wolfson;0,51437191
Colombia;GEIH-National;2011;a1;0,4037189
Colombia;GEIH-National;2011;a2;0,64757226
Colombia;GEIH-National;2011;cv;1,6414468
Colombia;GEIH-National;2011;e0;0,51707038
Colombia;GEIH-National;2011;gini;0,53396838
Colombia;GEIH-National;2011;gini_pci_rural;0,45296024
Colombia;GEIH-National;2011;gini_pci_urban;0,52113067
Colombia;GEIH-National;2011;headcount_national_USD2.15;6,8281505
Colombia;GEIH-National;2011;headcount_national_USD3.65;17,93603
Colombia;GEIH-National;2011;headcount_national_USD6.85;41,648113
Colombia;GEIH-National;2011;headcount_rural_USD2.15;14,597981
Colombia;GEIH-National;2011;headcount_rural_USD3.65;35,454937
Colombia;GEIH-National;2011;headcount_rural_USD6.85;67,876847
Colombia;GEIH-National;2011;headcount_urban_USD2.15;4,4157917
Colombia;GEIH-National;2011;headcount_urban_USD3.65;12,4968
Colombia;GEIH-National;2011;headcount_urban_USD6.85;33,504677
Colombia;GEIH-National;2011;nbi1_headcount_urban;52,132937
Colombia;GEIH-National;2011;theil;0,5782671
Colombia;GEIH-National;2011;wolfson;0,50070597
Colombia;GEIH-National;2012;a1;0,39490976
Colombia;GEIH-National;2012;a2;0,64242639
Colombia;GEIH-National;2012;cv;1,5497547
Colombia;GEIH-National;2012;e0;0,50257276
Colombia;GEIH-National;2012;gini;0,52530045
Colombia;GEIH-National;2012;gini_pci_rural;0,46095633
Colombia;GEIH-National;2012;gini_pci_urban;0,50940376
Colombia;GEIH-National;2012;headcount_national_USD2.15;6,7151167
Colombia;GEIH-National;2012;headcount_national_USD3.65;16,779212
Colombia;GEIH-National;2012;headcount_national_USD6.85;39,776169
Colombia;GEIH-National;2012;headcount_rural_USD2.15;15,094402
Colombia;GEIH-National;2012;headcount_rural_USD3.65;34,422032
Colombia;GEIH-National;2012;headcount_rural_USD6.85;67,097531
Colombia;GEIH-National;2012;headcount_urban_USD2.15;4,1479322
Colombia;GEIH-National;2012;headcount_urban_USD3.65;11,373933
Colombia;GEIH-National;2012;headcount_urban_USD6.85;31,405649
Colombia;GEIH-National;2012;nbi1_headcount_urban;50,646563
Colombia;GEIH-National;2012;theil;0,55043268
Colombia;GEIH-National;2012;wolfson;0,49234338
Colombia;GEIH-National;2013;a1;0,39510891
Colombia;GEIH-National;2013;a2;0,64891315
Colombia;GEIH-National;2013;cv;1,5884772
Colombia;GEIH-National;2013;e0;0,50269969
Colombia;GEIH-National;2013;gini;0,52518343
Colombia;GEIH-National;2013;gini_pci_rural;0,4402562
Colombia;GEIH-National;2013;gini_pci_urban;0,51165949
Colombia;GEIH-National;2013;headcount_national_USD2.15;6,1117009
Colombia;GEIH-National;2013;headcount_national_USD3.65;15,337523
Colombia;GEIH-National;2013;headcount_national_USD6.85;37,623813
Colombia;GEIH-National;2013;headcount_rural_USD2.15;13,417881
Colombia;GEIH-National;2013;headcount_rural_USD3.65;31,143787
Colombia;GEIH-National;2013;headcount_rural_USD6.85;64,212525
Colombia;GEIH-National;2013;headcount_urban_USD2.15;3,8881288
Colombia;GEIH-National;2013;headcount_urban_USD3.65;10,527025
Colombia;GEIH-National;2013;headcount_urban_USD6.85;29,531771
Colombia;GEIH-National;2013;nbi1_headcount_urban;49,575025
Colombia;GEIH-National;2013;theil;0,5542004
Colombia;GEIH-National;2013;wolfson;0,48596772
Colombia;GEIH-National;2014;a1;0,39274136
Colombia;GEIH-National;2014;a2;0,63976468
Colombia;GEIH-National;2014;cv;1,6381878
Colombia;GEIH-National;2014;e0;0,49910611
Colombia;GEIH-National;2014;gini;0,52420085
Colombia;GEIH-National;2014;gini_pci_rural;0,45552153
Colombia;GEIH-National;2014;gini_pci_urban;0,50904858
Colombia;GEIH-National;2014;headcount_national_USD2.15;5,4313827
Colombia;GEIH-National;2014;headcount_national_USD3.65;14,272863
Colombia;GEIH-National;2014;headcount_national_USD6.85;35,428488
Colombia;GEIH-National;2014;headcount_rural_USD2.15;12,548075
Colombia;GEIH-National;2014;headcount_rural_USD3.65;30,752448
Colombia;GEIH-National;2014;headcount_rural_USD6.85;62,347191
Colombia;GEIH-National;2014;headcount_urban_USD2.15;3,2834552
Colombia;GEIH-National;2014;headcount_urban_USD3.65;9,2990704
Colombia;GEIH-National;2014;headcount_urban_USD6.85;27,304008
Colombia;GEIH-National;2014;nbi1_headcount_urban;48,345292
Colombia;GEIH-National;2014;theil;0,5538941
Colombia;GEIH-National;2014;wolfson;0,48414734
Colombia;GEIH-National;2015;a1;0,372729
Colombia;GEIH-National;2015;a2;0,61456624
Colombia;GEIH-National;2015;cv;1,4853623
Colombia;GEIH-National;2015;e0;0,46634537
Colombia;GEIH-National;2015;gini;0,50860301
Colombia;GEIH-National;2015;gini_pci_rural;0,44892702
Colombia;GEIH-National;2015;gini_pci_urban;0,49322877
Colombia;GEIH-National;2015;headcount_national_USD2.15;4,925476
Colombia;GEIH-National;2015;headcount_national_USD3.65;12,986654
Colombia;GEIH-National;2015;headcount_national_USD6.85;34,59511
Colombia;GEIH-National;2015;headcount_rural_USD2.15;11,381742
Colombia;GEIH-National;2015;headcount_rural_USD3.65;28,053093
Colombia;GEIH-National;2015;headcount_rural_USD6.85;61,086115
Colombia;GEIH-National;2015;headcount_urban_USD2.15;2,9956825
Colombia;GEIH-National;2015;headcount_urban_USD3.65;8,4832597
Colombia;GEIH-National;2015;headcount_urban_USD6.85;26,676886
Colombia;GEIH-National;2015;nbi1_headcount_urban;47,486206
Colombia;GEIH-National;2015;theil;0,51518022
Colombia;GEIH-National;2015;wolfson;0,46568047
Colombia;GEIH-National;2016;a1;0,36781456
Colombia;GEIH-National;2016;a2;0,61690502
Colombia;GEIH-National;2016;cv;1,4790323
Colombia;GEIH-National;2016;e0;0,45814795
Colombia;GEIH-National;2016;gini;0,50434968
Colombia;GEIH-National;2016;gini_pci_rural;0,4502836
Colombia;GEIH-National;2016;gini_pci_urban;0,49126337
Colombia;GEIH-National;2016;headcount_national_USD2.15;4,9135302
Colombia;GEIH-National;2016;headcount_national_USD3.65;12,868622
Colombia;GEIH-National;2016;headcount_national_USD6.85;34,348891
Colombia;GEIH-National;2016;headcount_rural_USD2.15;10,608156
Colombia;GEIH-National;2016;headcount_rural_USD3.65;26,798981
Colombia;GEIH-National;2016;headcount_rural_USD6.85;59,073449
Colombia;GEIH-National;2016;headcount_urban_USD2.15;3,2243049
Colombia;GEIH-National;2016;headcount_urban_USD3.65;8,7363897
Colombia;GEIH-National;2016;headcount_urban_USD6.85;27,014722
Colombia;GEIH-National;2016;nbi1_headcount_urban;45,336486
Colombia;GEIH-National;2016;theil;0,50926181
Colombia;GEIH-National;2016;wolfson;0,45222813
Colombia;GEIH-National;2017;a1;0,3552712
Colombia;GEIH-National;2017;a2;0,59220009
Colombia;GEIH-National;2017;cv;1,4043043
Colombia;GEIH-National;2017;e0;0,43852906
Colombia;GEIH-National;2017;gini;0,49560105
Colombia;GEIH-National;2017;gini_pci_rural;0,44687541
Colombia;GEIH-National;2017;gini_pci_urban;0,48344339
Colombia;GEIH-National;2017;headcount_national_USD2.15;4,3394601
Colombia;GEIH-National;2017;headcount_national_USD3.65;12,118529
Colombia;GEIH-National;2017;headcount_national_USD6.85;33,704223
Colombia;GEIH-National;2017;headcount_rural_USD2.15;9,3370389
Colombia;GEIH-National;2017;headcount_rural_USD3.65;24,856263
Colombia;GEIH-National;2017;headcount_rural_USD6.85;57,207822
Colombia;GEIH-National;2017;headcount_urban_USD2.15;2,8687176
Colombia;GEIH-National;2017;headcount_urban_USD3.65;8,3699285
Colombia;GEIH-National;2017;headcount_urban_USD6.85;26,787325
Colombia;GEIH-National;2017;nbi1_headcount_urban;43,620537
Colombia;GEIH-National;2017;theil;0,48596093
Colombia;GEIH-National;2017;wolfson;0,44391562
Colombia;GEIH-National;2018;a1;0,36445861
Colombia;GEIH-National;2018;a2;0,6001546
Colombia;GEIH-National;2018;cv;1,4874549
Colombia;GEIH-National;2018;e0;0,45329571
Colombia;GEIH-National;2018;gini;0,5026975
Colombia;GEIH-National;2018;gini_pci_rural;0,43512395
Colombia;GEIH-National;2018;gini_pci_urban;0,4919553
Colombia;GEIH-National;2018;headcount_national_USD2.15;4,4982611
Colombia;GEIH-National;2018;headcount_national_USD3.65;12,227751
Colombia;GEIH-National;2018;headcount_national_USD6.85;33,934361
Colombia;GEIH-National;2018;headcount_rural_USD2.15;9,750945
Colombia;GEIH-National;2018;headcount_rural_USD3.65;25,076179
Colombia;GEIH-National;2018;headcount_rural_USD6.85;57,578409
Colombia;GEIH-National;2018;headcount_urban_USD2.15;2,963089
Colombia;GEIH-National;2018;headcount_urban_USD3.65;8,4726134
Colombia;GEIH-National;2018;headcount_urban_USD6.85;27,024049
Colombia;GEIH-National;2018;nbi1_headcount_urban;42,441415
Colombia;GEIH-National;2018;theil;0,50550824
Colombia;GEIH-National;2018;wolfson;0,45055517
Colombia;GEIH-National;2019;a1;0,37712196
Colombia;GEIH-National;2019;a2;0,61783392
Colombia;GEIH-National;2019;cv;1,4768582
Colombia;GEIH-National;2019;e0;0,4734262
