country;region;year;indicator;value
Costa Rica;With Implicit Rent;2013;headcount_rural_USD2.15;3,0100428
Costa Rica;With Implicit Rent;2013;headcount_rural_USD3.65;8,3673067
Costa Rica;With Implicit Rent;2013;headcount_rural_USD6.85;25,494253
Costa Rica;With Implicit Rent;2013;headcount_urban_USD2.15;1,1291433
Costa Rica;With Implicit Rent;2013;headcount_urban_USD3.65;2,8391218
Costa Rica;With Implicit Rent;2013;headcount_urban_USD6.85;11,948935
Costa Rica;With Implicit Rent;2014;headcount_national_USD2.15;1,5053035
Costa Rica;With Implicit Rent;2014;headcount_national_USD3.65;4,251587
Costa Rica;With Implicit Rent;2014;headcount_national_USD6.85;15,140225
Costa Rica;With Implicit Rent;2014;headcount_rural_USD2.15;2,8128342
Costa Rica;With Implicit Rent;2014;headcount_rural_USD3.65;7,9885844
Costa Rica;With Implicit Rent;2014;headcount_rural_USD6.85;26,238178
Costa Rica;With Implicit Rent;2014;headcount_urban_USD2.15;1,0137991
Costa Rica;With Implicit Rent;2014;headcount_urban_USD3.65;2,8468394
Costa Rica;With Implicit Rent;2014;headcount_urban_USD6.85;10,968475
Costa Rica;With Implicit Rent;2015;headcount_national_USD2.15;1,5732269
Costa Rica;With Implicit Rent;2015;headcount_national_USD3.65;4,3861072
Costa Rica;With Implicit Rent;2015;headcount_national_USD6.85;14,78647
Costa Rica;With Implicit Rent;2015;headcount_rural_USD2.15;3,111892
Costa Rica;With Implicit Rent;2015;headcount_rural_USD3.65;7,4810168
Costa Rica;With Implicit Rent;2015;headcount_rural_USD6.85;22,981431
Costa Rica;With Implicit Rent;2015;headcount_urban_USD2.15;0,99357472
Costa Rica;With Implicit Rent;2015;headcount_urban_USD3.65;3,2201803
Costa Rica;With Implicit Rent;2015;headcount_urban_USD6.85;11,699231
Costa Rica;With Implicit Rent;2016;headcount_national_USD2.15;1,3367381
Costa Rica;With Implicit Rent;2016;headcount_national_USD3.65;4,055177
Costa Rica;With Implicit Rent;2016;headcount_national_USD6.85;14,214616
Costa Rica;With Implicit Rent;2016;headcount_rural_USD2.15;2,1884837
Costa Rica;With Implicit Rent;2016;headcount_rural_USD3.65;6,8605822
Costa Rica;With Implicit Rent;2016;headcount_rural_USD6.85;22,788221
Costa Rica;With Implicit Rent;2016;headcount_urban_USD2.15;1,0158795
Costa Rica;With Implicit Rent;2016;headcount_urban_USD3.65;2,998361
Costa Rica;With Implicit Rent;2016;headcount_urban_USD6.85;10,984878
Costa Rica;With Implicit Rent;2017;headcount_national_USD2.15;1,172351
Costa Rica;With Implicit Rent;2017;headcount_national_USD3.65;3,0860656
Costa Rica;With Implicit Rent;2017;headcount_national_USD6.85;12,855002
Costa Rica;With Implicit Rent;2017;headcount_rural_USD2.15;1,7076043
Costa Rica;With Implicit Rent;2017;headcount_rural_USD3.65;4,5798034
Costa Rica;With Implicit Rent;2017;headcount_rural_USD6.85;19,075036
Costa Rica;With Implicit Rent;2017;headcount_urban_USD2.15;0,97015346
Costa Rica;With Implicit Rent;2017;headcount_urban_USD3.65;2,5217903
Costa Rica;With Implicit Rent;2017;headcount_urban_USD6.85;10,505319
Costa Rica;With Implicit Rent;2018;headcount_national_USD2.15;1,5057526
Costa Rica;With Implicit Rent;2018;headcount_national_USD3.65;3,9590825
Costa Rica;With Implicit Rent;2018;headcount_national_USD6.85;13,87373
Costa Rica;With Implicit Rent;2018;headcount_rural_USD2.15;2,28789
Costa Rica;With Implicit Rent;2018;headcount_rural_USD3.65;5,8071655
Costa Rica;With Implicit Rent;2018;headcount_rural_USD6.85;20,170609
Costa Rica;With Implicit Rent;2018;headcount_urban_USD2.15;1,2092771
Costa Rica;With Implicit Rent;2018;headcount_urban_USD3.65;3,2585517
Costa Rica;With Implicit Rent;2018;headcount_urban_USD6.85;11,486847
Costa Rica;With Implicit Rent;2019;headcount_national_USD2.15;1,0571395
Costa Rica;With Implicit Rent;2019;headcount_national_USD3.65;3,461355
Costa Rica;With Implicit Rent;2019;headcount_national_USD6.85;13,671002
Costa Rica;With Implicit Rent;2019;headcount_rural_USD2.15;1,1487636
Costa Rica;With Implicit Rent;2019;headcount_rural_USD3.65;4,8563631
Costa Rica;With Implicit Rent;2019;headcount_rural_USD6.85;19,708231
Costa Rica;With Implicit Rent;2019;headcount_urban_USD2.15;1,022405
Costa Rica;With Implicit Rent;2019;headcount_urban_USD3.65;2,9325113
Costa Rica;With Implicit Rent;2019;headcount_urban_USD6.85;11,382306
Costa Rica;With Implicit Rent;2020;headcount_national_USD2.15;2,2913267
Costa Rica;With Implicit Rent;2020;headcount_national_USD3.65;5,9506397
Costa Rica;With Implicit Rent;2020;headcount_national_USD6.85;19,869723
Costa Rica;With Implicit Rent;2020;headcount_rural_USD2.15;2,3736918
Costa Rica;With Implicit Rent;2020;headcount_rural_USD3.65;7,3273161
Costa Rica;With Implicit Rent;2020;headcount_rural_USD6.85;25,068225
Costa Rica;With Implicit Rent;2020;headcount_urban_USD2.15;2,2600711
Costa Rica;With Implicit Rent;2020;headcount_urban_USD3.65;5,4282244
Costa Rica;With Implicit Rent;2020;headcount_urban_USD6.85;17,897018
Costa Rica;With Implicit Rent;2021;headcount_national_USD2.15;1,2274487
Costa Rica;With Implicit Rent;2021;headcount_national_USD3.65;3,6923379
Costa Rica;With Implicit Rent;2021;headcount_national_USD6.85;14,275986
Costa Rica;With Implicit Rent;2021;headcount_rural_USD2.15;1,5474118
Costa Rica;With Implicit Rent;2021;headcount_rural_USD3.65;5,956602
Costa Rica;With Implicit Rent;2021;headcount_rural_USD6.85;20,576104
Costa Rica;With Implicit Rent;2021;headcount_urban_USD2.15;1,1058393
Costa Rica;With Implicit Rent;2021;headcount_urban_USD3.65;2,8317518
Costa Rica;With Implicit Rent;2021;headcount_urban_USD6.85;11,88148
Costa Rica;With Implicit Rent;2022;headcount_national_USD2.15;0,88687355
Costa Rica;With Implicit Rent;2022;headcount_national_USD3.65;3,3232362
Costa Rica;With Implicit Rent;2022;headcount_national_USD6.85;14,052096
Costa Rica;With Implicit Rent;2022;headcount_rural_USD2.15;1,1769336
Costa Rica;With Implicit Rent;2022;headcount_rural_USD3.65;4,7531455
Costa Rica;With Implicit Rent;2022;headcount_rural_USD6.85;20,590417
Costa Rica;With Implicit Rent;2022;headcount_urban_USD2.15;0,77645495
Costa Rica;With Implicit Rent;2022;headcount_urban_USD3.65;2,7789053
Costa Rica;With Implicit Rent;2022;headcount_urban_USD6.85;11,56312
Costa Rica;With Implicit Rent;2023;headcount_national_USD2.15;0,88261968
Costa Rica;With Implicit Rent;2023;headcount_national_USD3.65;3,0435181
Costa Rica;With Implicit Rent;2023;headcount_national_USD6.85;12,673093
Costa Rica;With Implicit Rent;2023;headcount_rural_USD2.15;1,4227275
Costa Rica;With Implicit Rent;2023;headcount_rural_USD3.65;4,4266998
Costa Rica;With Implicit Rent;2023;headcount_rural_USD6.85;18,525908
Costa Rica;With Implicit Rent;2023;headcount_urban_USD2.15;0,67661203
Costa Rica;With Implicit Rent;2023;headcount_urban_USD3.65;2,5159457
Costa Rica;With Implicit Rent;2023;headcount_urban_USD6.85;10,440715
Costa Rica;Without Implicit Rent;1989;a1;0,29995446
Costa Rica;Without Implicit Rent;1989;a2;0,55150259
Costa Rica;Without Implicit Rent;1989;cv;1,0893206
Costa Rica;Without Implicit Rent;1989;e0;0,35691281
Costa Rica;Without Implicit Rent;1989;gini;0,43974342
Costa Rica;Without Implicit Rent;1989;gini_pci_rural;0,41753391
Costa Rica;Without Implicit Rent;1989;gini_pci_urban;0,42827685
Costa Rica;Without Implicit Rent;1989;headcount_national_USD2.15;10,552571
Costa Rica;Without Implicit Rent;1989;headcount_national_USD3.65;21,498078
Costa Rica;Without Implicit Rent;1989;headcount_national_USD6.85;47,372564
Costa Rica;Without Implicit Rent;1989;headcount_rural_USD2.15;12,954342
Costa Rica;Without Implicit Rent;1989;headcount_rural_USD3.65;27,465376
Costa Rica;Without Implicit Rent;1989;headcount_rural_USD6.85;56,58702
Costa Rica;Without Implicit Rent;1989;headcount_urban_USD2.15;7,3231948
Costa Rica;Without Implicit Rent;1989;headcount_urban_USD3.65;13,474559
Costa Rica;Without Implicit Rent;1989;headcount_urban_USD6.85;34,982977
Costa Rica;Without Implicit Rent;1989;theil;0,35420471
Costa Rica;Without Implicit Rent;1989;wolfson;0,39173667
Costa Rica;Without Implicit Rent;1990;a1;0,3022379
Costa Rica;Without Implicit Rent;1990;a2;0,57195962
Costa Rica;Without Implicit Rent;1990;cv;1,0324914
Costa Rica;Without Implicit Rent;1990;e0;0,36030424
Costa Rica;Without Implicit Rent;1990;gini;0,43956162
Costa Rica;Without Implicit Rent;1990;gini_pci_rural;0,42867529
Costa Rica;Without Implicit Rent;1990;gini_pci_urban;0,42136126
Costa Rica;Without Implicit Rent;1990;headcount_national_USD2.15;10,376102
Costa Rica;Without Implicit Rent;1990;headcount_national_USD3.65;20,804466
Costa Rica;Without Implicit Rent;1990;headcount_national_USD6.85;45,639535
Costa Rica;Without Implicit Rent;1990;headcount_rural_USD2.15;13,587986
Costa Rica;Without Implicit Rent;1990;headcount_rural_USD3.65;27,436351
Costa Rica;Without Implicit Rent;1990;headcount_rural_USD6.85;54,698042
Costa Rica;Without Implicit Rent;1990;headcount_urban_USD2.15;6,3443129
Costa Rica;Without Implicit Rent;1990;headcount_urban_USD3.65;12,479643
Costa Rica;Without Implicit Rent;1990;headcount_urban_USD6.85;34,26864
Costa Rica;Without Implicit Rent;1990;theil;0,34885624
Costa Rica;Without Implicit Rent;1990;wolfson;0,40370855
Costa Rica;Without Implicit Rent;1991;a1;0,31690611
Costa Rica;Without Implicit Rent;1991;a2;0,57462788
Costa Rica;Without Implicit Rent;1991;cv;1,2258842
Costa Rica;Without Implicit Rent;1991;e0;0,38099508
Costa Rica;Without Implicit Rent;1991;gini;0,45351549
Costa Rica;Without Implicit Rent;1991;gini_pci_rural;0,44741471
Costa Rica;Without Implicit Rent;1991;gini_pci_urban;0,43591217
Costa Rica;Without Implicit Rent;1991;headcount_national_USD2.15;12,413739
Costa Rica;Without Implicit Rent;1991;headcount_national_USD3.65;24,508655
Costa Rica;Without Implicit Rent;1991;headcount_national_USD6.85;51,414654
Costa Rica;Without Implicit Rent;1991;headcount_rural_USD2.15;15,674713
Costa Rica;Without Implicit Rent;1991;headcount_rural_USD3.65;30,942419
Costa Rica;Without Implicit Rent;1991;headcount_rural_USD6.85;59,44089
Costa Rica;Without Implicit Rent;1991;headcount_urban_USD2.15;8,0355795
Costa Rica;Without Implicit Rent;1991;headcount_urban_USD3.65;15,870732
Costa Rica;Without Implicit Rent;1991;headcount_urban_USD6.85;40,638689
Costa Rica;Without Implicit Rent;1991;theil;0,38772309
Costa Rica;Without Implicit Rent;1991;wolfson;0,41531845
Costa Rica;Without Implicit Rent;1992;a1;0,30734068
Costa Rica;Without Implicit Rent;1992;a2;0,56420403
Costa Rica;Without Implicit Rent;1992;cv;1,1055982
Costa Rica;Without Implicit Rent;1992;e0;0,36744441
Costa Rica;Without Implicit Rent;1992;gini;0,44642596
Costa Rica;Without Implicit Rent;1992;gini_pci_rural;0,42906842
Costa Rica;Without Implicit Rent;1992;gini_pci_urban;0,44354599
Costa Rica;Without Implicit Rent;1992;headcount_national_USD2.15;9,941776
Costa Rica;Without Implicit Rent;1992;headcount_national_USD3.65;21,164497
Costa Rica;Without Implicit Rent;1992;headcount_national_USD6.85;48,040636
Costa Rica;Without Implicit Rent;1992;headcount_rural_USD2.15;12,927437
Costa Rica;Without Implicit Rent;1992;headcount_rural_USD3.65;26,507797
Costa Rica;Without Implicit Rent;1992;headcount_rural_USD6.85;54,96994
Costa Rica;Without Implicit Rent;1992;headcount_urban_USD2.15;6,0591281
Costa Rica;Without Implicit Rent;1992;headcount_urban_USD3.65;14,215901
Costa Rica;Without Implicit Rent;1992;headcount_urban_USD6.85;39,029551
Costa Rica;Without Implicit Rent;1992;theil;0,36932334
Costa Rica;Without Implicit Rent;1992;wolfson;0,40554928
Costa Rica;Without Implicit Rent;1993;a1;0,30670813
Costa Rica;Without Implicit Rent;1993;a2;0,58325836
Costa Rica;Without Implicit Rent;1993;cv;1,1173234
Costa Rica;Without Implicit Rent;1993;e0;0,36678297
Costa Rica;Without Implicit Rent;1993;gini;0,4468554
Costa Rica;Without Implicit Rent;1993;gini_pci_rural;0,4336772
Costa Rica;Without Implicit Rent;1993;gini_pci_urban;0,43533945
Costa Rica;Without Implicit Rent;1993;headcount_national_USD2.15;8,5273535
Costa Rica;Without Implicit Rent;1993;headcount_national_USD3.65;17,411264
Costa Rica;Without Implicit Rent;1993;headcount_national_USD6.85;40,864243
Costa Rica;Without Implicit Rent;1993;headcount_rural_USD2.15;11,256897
Costa Rica;Without Implicit Rent;1993;headcount_rural_USD3.65;23,350325
Costa Rica;Without Implicit Rent;1993;headcount_rural_USD6.85;49,352608
Costa Rica;Without Implicit Rent;1993;headcount_urban_USD2.15;4,8569418
Costa Rica;Without Implicit Rent;1993;headcount_urban_USD3.65;9,425021
Costa Rica;Without Implicit Rent;1993;headcount_urban_USD6.85;29,449958
Costa Rica;Without Implicit Rent;1993;theil;0,36521127
Costa Rica;Without Implicit Rent;1993;wolfson;0,41557787
Costa Rica;Without Implicit Rent;1994;a1;0,31684944
Costa Rica;Without Implicit Rent;1994;a2;0,56144894
Costa Rica;Without Implicit Rent;1994;cv;1,1735075
Costa Rica;Without Implicit Rent;1994;e0;0,38140559
Costa Rica;Without Implicit Rent;1994;gini;0,4580837
Costa Rica;Without Implicit Rent;1994;gini_pci_rural;0,43516609
Costa Rica;Without Implicit Rent;1994;gini_pci_urban;0,44455582
Costa Rica;Without Implicit Rent;1994;headcount_national_USD2.15;7,0410642
Costa Rica;Without Implicit Rent;1994;headcount_national_USD3.65;14,689736
Costa Rica;Without Implicit Rent;1994;headcount_national_USD6.85;36,57071
Costa Rica;Without Implicit Rent;1994;headcount_rural_USD2.15;9,4291386
Costa Rica;Without Implicit Rent;1994;headcount_rural_USD3.65;19,459647
Costa Rica;Without Implicit Rent;1994;headcount_rural_USD6.85;45,00405
Costa Rica;Without Implicit Rent;1994;headcount_urban_USD2.15;3,8206722
Costa Rica;Without Implicit Rent;1994;headcount_urban_USD3.65;8,2573642
Costa Rica;Without Implicit Rent;1994;headcount_urban_USD6.85;25,198091
Costa Rica;Without Implicit Rent;1994;theil;0,39408875
Costa Rica;Without Implicit Rent;1994;wolfson;0,40730193
Costa Rica;Without Implicit Rent;1995;a1;0,30748194
Costa Rica;Without Implicit Rent;1995;a2;0,57111788
Costa Rica;Without Implicit Rent;1995;cv;1,0767865
Costa Rica;Without Implicit Rent;1995;e0;0,36788724
Costa Rica;Without Implicit Rent;1995;gini;0,44747631
Costa Rica;Without Implicit Rent;1995;gini_pci_rural;0,43724909
Costa Rica;Without Implicit Rent;1995;gini_pci_urban;0,42884661
Costa Rica;Without Implicit Rent;1995;headcount_national_USD2.15;7,1334515
Costa Rica;Without Implicit Rent;1995;headcount_national_USD3.65;15,32558
Costa Rica;Without Implicit Rent;1995;headcount_national_USD6.85;37,038733
Costa Rica;Without Implicit Rent;1995;headcount_rural_USD2.15;10,095007
Costa Rica;Without Implicit Rent;1995;headcount_rural_USD3.65;20,559901
Costa Rica;Without Implicit Rent;1995;headcount_rural_USD6.85;46,476301
Costa Rica;Without Implicit Rent;1995;headcount_urban_USD2.15;3,1588652
Costa Rica;Without Implicit Rent;1995;headcount_urban_USD3.65;8,3008051
Costa Rica;Without Implicit Rent;1995;headcount_urban_USD6.85;24,372947
Costa Rica;Without Implicit Rent;1995;theil;0,36590562
Costa Rica;Without Implicit Rent;1995;wolfson;0,40830273
Costa Rica;Without Implicit Rent;1996;a1;0,32011173
Costa Rica;Without Implicit Rent;1996;a2;0,99056549
Costa Rica;Without Implicit Rent;1996;cv;1,0526058
Costa Rica;Without Implicit Rent;1996;e0;0,38547343
Costa Rica;Without Implicit Rent;1996;gini;0,45493363
Costa Rica;Without Implicit Rent;1996;gini_pci_rural;0,44740135
Costa Rica;Without Implicit Rent;1996;gini_pci_urban;0,43010976
Costa Rica;Without Implicit Rent;1996;headcount_national_USD2.15;8,2209241
Costa Rica;Without Implicit Rent;1996;headcount_national_USD3.65;17,593717
Costa Rica;Without Implicit Rent;1996;headcount_national_USD6.85;41,333246
Costa Rica;Without Implicit Rent;1996;headcount_rural_USD2.15;11,275275
Costa Rica;Without Implicit Rent;1996;headcount_rural_USD3.65;23,748143
Costa Rica;Without Implicit Rent;1996;headcount_rural_USD6.85;50,758268
Costa Rica;Without Implicit Rent;1996;headcount_urban_USD2.15;4,0315437
Costa Rica;Without Implicit Rent;1996;headcount_urban_USD3.65;9,1522407
Costa Rica;Without Implicit Rent;1996;headcount_urban_USD6.85;28,405786
Costa Rica;Without Implicit Rent;1996;theil;0,37099388
Costa Rica;Without Implicit Rent;1996;wolfson;0,42505224
Costa Rica;Without Implicit Rent;1997;a1;0,30522496
Costa Rica;Without Implicit Rent;1997;a2;0,54209565
Costa Rica;Without Implicit Rent;1997;cv;1,0816544
Costa Rica;Without Implicit Rent;1997;e0;0,36447632
Costa Rica;Without Implicit Rent;1997;gini;0,44898181
Costa Rica;Without Implicit Rent;1997;gini_pci_rural;0,42763685
Costa Rica;Without Implicit Rent;1997;gini_pci_urban;0,43758869
Costa Rica;Without Implicit Rent;1997;headcount_national_USD2.15;6,7248264
Costa Rica;Without Implicit Rent;1997;headcount_national_USD3.65;15,100013
Costa Rica;Without Implicit Rent;1997;headcount_national_USD6.85;38,139681
Costa Rica;Without Implicit Rent;1997;headcount_rural_USD2.15;8,7460064
Costa Rica;Without Implicit Rent;1997;headcount_rural_USD3.65;19,676707
Costa Rica;Without Implicit Rent;1997;headcount_rural_USD6.85;46,952086
Costa Rica;Without Implicit Rent;1997;headcount_urban_USD2.15;3,8921533
Costa Rica;Without Implicit Rent;1997;headcount_urban_USD3.65;8,6857997
Costa Rica;Without Implicit Rent;1997;headcount_urban_USD6.85;25,789142
Costa Rica;Without Implicit Rent;1997;theil;0,36728052
Costa Rica;Without Implicit Rent;1997;wolfson;0,41248673
Costa Rica;Without Implicit Rent;1998;a1;0,30416256
Costa Rica;Without Implicit Rent;1998;a2;0,53366192
Costa Rica;Without Implicit Rent;1998;cv;1,0547227
Costa Rica;Without Implicit Rent;1998;e0;0,3623124
Costa Rica;Without Implicit Rent;1998;gini;0,45053658
Costa Rica;Without Implicit Rent;1998;gini_pci_rural;0,4290382
Costa Rica;Without Implicit Rent;1998;gini_pci_urban;0,43750296
Costa Rica;Without Implicit Rent;1998;headcount_national_USD2.15;5,2241964
Costa Rica;Without Implicit Rent;1998;headcount_national_USD3.65;11,851184
Costa Rica;Without Implicit Rent;1998;headcount_national_USD6.85;33,580348
Costa Rica;Without Implicit Rent;1998;headcount_rural_USD2.15;7,1454707
Costa Rica;Without Implicit Rent;1998;headcount_rural_USD3.65;15,813834
Costa Rica;Without Implicit Rent;1998;headcount_rural_USD6.85;41,340203
Costa Rica;Without Implicit Rent;1998;headcount_urban_USD2.15;2,4452932
Costa Rica;Without Implicit Rent;1998;headcount_urban_USD3.65;6,1196651
Costa Rica;Without Implicit Rent;1998;headcount_urban_USD6.85;22,356609
Costa Rica;Without Implicit Rent;1998;theil;0,3656112
Costa Rica;Without Implicit Rent;1998;wolfson;0,42041351
Costa Rica;Without Implicit Rent;1999;a1;0,32942862
Costa Rica;Without Implicit Rent;1999;a2;0,57509719
Costa Rica;Without Implicit Rent;1999;cv;1,1156646
Costa Rica;Without Implicit Rent;1999;e0;0,39932143
Costa Rica;Without Implicit Rent;1999;gini;0,47009736
Costa Rica;Without Implicit Rent;1999;gini_pci_rural;0,45382166
Costa Rica;Without Implicit Rent;1999;gini_pci_urban;0,46287786
Costa Rica;Without Implicit Rent;1999;headcount_national_USD2.15;6,8184239
Costa Rica;Without Implicit Rent;1999;headcount_national_USD3.65;14,013288
Costa Rica;Without Implicit Rent;1999;headcount_national_USD6.85;36,052297
Costa Rica;Without Implicit Rent;1999;headcount_rural_USD2.15;8,8348263
Costa Rica;Without Implicit Rent;1999;headcount_rural_USD3.65;18,356547
Costa Rica;Without Implicit Rent;1999;headcount_rural_USD6.85;43,665621
Costa Rica;Without Implicit Rent;1999;headcount_urban_USD2.15;4,3438125
Costa Rica;Without Implicit Rent;1999;headcount_urban_USD3.65;8,6830625
Costa Rica;Without Implicit Rent;1999;headcount_urban_USD6.85;26,708915
Costa Rica;Without Implicit Rent;1999;theil;0,40177182
Costa Rica;Without Implicit Rent;1999;wolfson;0,43179826
Costa Rica;Without Implicit Rent;2000;a1;0,33272857
Costa Rica;Without Implicit Rent;2000;a2;0,99096393
Costa Rica;Without Implicit Rent;2000;cv;1,1203022
Costa Rica;Without Implicit Rent;2000;e0;0,404908
Costa Rica;Without Implicit Rent;2000;gini;0,4674193
Costa Rica;Without Implicit Rent;2000;gini_pci_rural;0,44610828
Costa Rica;Without Implicit Rent;2000;gini_pci_urban;0,45735799
Costa Rica;Without Implicit Rent;2000;headcount_national_USD2.15;6,9267938
Costa Rica;Without Implicit Rent;2000;headcount_national_USD3.65;14,775194
Costa Rica;Without Implicit Rent;2000;headcount_national_USD6.85;36,109002
Costa Rica;Without Implicit Rent;2000;headcount_rural_USD2.15;9,124547
Costa Rica;Without Implicit Rent;2000;headcount_rural_USD3.65;19,885882
Costa Rica;Without Implicit Rent;2000;headcount_rural_USD6.85;44,620826
Costa Rica;Without Implicit Rent;2000;headcount_urban_USD2.15;4,2974413
Costa Rica;Without Implicit Rent;2000;headcount_urban_USD3.65;8,6608595
Costa Rica;Without Implicit Rent;2000;headcount_urban_USD6.85;25,925608
Costa Rica;Without Implicit Rent;2000;theil;0,39994409
Costa Rica;Without Implicit Rent;2000;wolfson;0,42985432
Costa Rica;Without Implicit Rent;2001;a1;0,36533604
Costa Rica;Without Implicit Rent;2001;a2;0,62793395
Costa Rica;Without Implicit Rent;2001;cv;1,3103347
Costa Rica;Without Implicit Rent;2001;e0;0,45502224
Costa Rica;Without Implicit Rent;2001;gini;0,49899996
Costa Rica;Without Implicit Rent;2001;gini_pci_rural;0,48691419
Costa Rica;Without Implicit Rent;2001;gini_pci_urban;0,47943504
Costa Rica;Without Implicit Rent;2001;headcount_national_USD2.15;7,4900305
Costa Rica;Without Implicit Rent;2001;headcount_national_USD3.65;15,198756
Costa Rica;Without Implicit Rent;2001;headcount_national_USD6.85;35,631266
Costa Rica;Without Implicit Rent;2001;headcount_rural_USD2.15;11,863986
Costa Rica;Without Implicit Rent;2001;headcount_rural_USD3.65;23,011642
Costa Rica;Without Implicit Rent;2001;headcount_rural_USD6.85;48,166857
Costa Rica;Without Implicit Rent;2001;headcount_urban_USD2.15;4,132292
Costa Rica;Without Implicit Rent;2001;headcount_urban_USD3.65;9,2010669
Costa Rica;Without Implicit Rent;2001;headcount_urban_USD6.85;26,008115
Costa Rica;Without Implicit Rent;2001;theil;0,47361881
Costa Rica;Without Implicit Rent;2001;wolfson;0,46230262
Ecuador;ECV;1999;a1;0,48403894
Ecuador;ECV;1999;a2;0,75996392
Ecuador;ECV;1999;cv;2,5398516
Ecuador;ECV;1999;e0;0,66130679
Ecuador;ECV;1999;gini;0,58540753
Ecuador;ECV;1999;gini_pci_rural;0,62648565
Ecuador;ECV;1999;gini_pci_urban;0,54059933
Ecuador;ECV;1999;theil;0,80779353
Ecuador;ECV;1999;wolfson;0,51417301
Ecuador;ECV;2006;a1;0,40751893
Ecuador;ECV;2006;a2;0,66162943
Ecuador;ECV;2006;cv;1,5272874
Ecuador;ECV;2006;e0;0,52367084
Ecuador;ECV;2006;gini;0,52803557
Ecuador;ECV;2006;gini_pci_rural;0,52309597
Ecuador;ECV;2006;gini_pci_urban;0,49154024
Ecuador;ECV;2006;theil;0,54604518
Ecuador;ECV;2006;wolfson;0,50430586
Ecuador;ENEMDU;2003;a1;0,41052611
Ecuador;ENEMDU;2003;a2;0,67507456
Ecuador;ENEMDU;2003;cv;1,662657
Ecuador;ENEMDU;2003;e0;0,52866803
Ecuador;ENEMDU;2003;gini;0,53415847
Ecuador;ENEMDU;2003;gini_pci_rural;0,4878712
Ecuador;ENEMDU;2003;gini_pci_urban;0,51852794
Ecuador;ENEMDU;2003;headcount_national_USD2.15;14,826368
Ecuador;ENEMDU;2003;headcount_national_USD3.65;30,734844
Ecuador;ENEMDU;2003;headcount_national_USD6.85;57,721408
Ecuador;ENEMDU;2003;headcount_rural_USD2.15;25,095831
Ecuador;ENEMDU;2003;headcount_rural_USD3.65;47,719037
Ecuador;ENEMDU;2003;headcount_rural_USD6.85;75,771876
Ecuador;ENEMDU;2003;headcount_urban_USD2.15;9,5008295
Ecuador;ENEMDU;2003;headcount_urban_USD3.65;21,927181
Ecuador;ENEMDU;2003;headcount_urban_USD6.85;48,360796
Ecuador;ENEMDU;2003;theil;0,5691127
Ecuador;ENEMDU;2003;wolfson;0,50419514
Ecuador;ENEMDU;2004;a1;0,40827666
Ecuador;ENEMDU;2004;a2;0,65378738
Ecuador;ENEMDU;2004;cv;2,5380205
Ecuador;ENEMDU;2004;e0;0,52467005
Ecuador;ENEMDU;2004;gini;0,53467397
Ecuador;ENEMDU;2004;gini_pci_rural;0,47765809
Ecuador;ENEMDU;2004;gini_pci_urban;0,52150786
Ecuador;ENEMDU;2004;headcount_national_USD2.15;15,017041
Ecuador;ENEMDU;2004;headcount_national_USD3.65;32,353751
Ecuador;ENEMDU;2004;headcount_national_USD6.85;58,882517
Ecuador;ENEMDU;2004;headcount_rural_USD2.15;26,734123
Ecuador;ENEMDU;2004;headcount_rural_USD3.65;50,030969
Ecuador;ENEMDU;2004;headcount_rural_USD6.85;77,47563
Ecuador;ENEMDU;2004;headcount_urban_USD2.15;9,1262515
Ecuador;ENEMDU;2004;headcount_urban_USD3.65;23,466489
Ecuador;ENEMDU;2004;headcount_urban_USD6.85;49,534787
Ecuador;ENEMDU;2004;theil;0,60076235
Ecuador;ENEMDU;2004;wolfson;0,49672516
Ecuador;ENEMDU;2005;a1;0,40664576
Ecuador;ENEMDU;2005;a2;0,6679596
Ecuador;ENEMDU;2005;cv;1,5555112
Ecuador;ENEMDU;2005;e0;0,52225091
Ecuador;ENEMDU;2005;gini;0,5299106
Ecuador;ENEMDU;2005;gini_pci_rural;0,49614926
Ecuador;ENEMDU;2005;gini_pci_urban;0,50832971
Ecuador;ENEMDU;2005;headcount_national_USD2.15;11,803507
Ecuador;ENEMDU;2005;headcount_national_USD3.65;25,504349
Ecuador;ENEMDU;2005;headcount_national_USD6.85;50,645381
Ecuador;ENEMDU;2005;headcount_rural_USD2.15;22,525742
Ecuador;ENEMDU;2005;headcount_rural_USD3.65;43,392242
Ecuador;ENEMDU;2005;headcount_rural_USD6.85;70,345787
Ecuador;ENEMDU;2005;headcount_urban_USD2.15;6,352675
Ecuador;ENEMDU;2005;headcount_urban_USD3.65;16,410731
Ecuador;ENEMDU;2005;headcount_urban_USD6.85;40,630341
Ecuador;ENEMDU;2005;theil;0,55381827
Ecuador;ENEMDU;2005;wolfson;0,50605871
Ecuador;ENEMDU;2006;a1;0,39100857
Ecuador;ENEMDU;2006;a2;0,62381507
Ecuador;ENEMDU;2006;cv;6,5257612
Ecuador;ENEMDU;2006;e0;0,49582779
Ecuador;ENEMDU;2006;gini;0,52205165
Ecuador;ENEMDU;2006;gini_pci_rural;0,50331885
Ecuador;ENEMDU;2006;gini_pci_urban;0,49691497
Ecuador;ENEMDU;2006;headcount_national_USD2.15;8,1537839
Ecuador;ENEMDU;2006;headcount_national_USD3.65;20,139406
Ecuador;ENEMDU;2006;headcount_national_USD6.85;45,835295
Ecuador;ENEMDU;2006;headcount_rural_USD2.15;16,753829
